category,question,optionA,optionB,optionC,optionD,correct,image,explanation
RNAV,Which one of the following lists information given by a basic VOR/DME-based Area Navigation System when tracking inbound to a phantom waypoint?,"True airspeed; drift angle.","Wind velocity.","Aircraft position in latitude and longitude.","Crosstrack distance; Distance to Go.",4,,
RNAV,The navigation computer of the simple 2D-RNAV system computes the navigational problems by:,systems of equations.,"simple sine and cosine mathematics, solving the triangular problems.",integration.,asymptotic solutions.,2,,
RNAV,Erratic indications may be experienced when flying towards a basic VOR/DME-based Area Navigation System Phantom Station:,"because, under adverse conditions (relative bearing to the Phantom Station other than 180°/360°) it takes the computer more time to calculate the necessary information.",when in the cone of silence overhead the Phantom Station.,when the Phantom Station is out of range.,when operating at low altitudes close to the limit of reception range from the reference station.,4,,
RNAV,What is the deviation per dot on the HSI when using a 2-dot HSI RNAV system in the EN-ROUTE (ENR) mode?,10 NM from desired track.,5 NM from desired track.,2 NM from desired track.,1 NM from desired track.,3,,
RNAV,Which of the following is one of the functions of the Course-Line-Computer in a basic Area Navigation (RNAV) system?,It transforms the information given by a VOR/DME station into tracking and distance indications to any chosen Phantom Station/waypoint.,It automatically selects the two strongest transmitters for the Area-Nav-Mode and continues working by memory in case one of the two necessary station goes off the air.,It checks the ground station accuracy using a built-in test programme.,It calculates cross track information for NDB approaches.,1,,
RNAV,A phantom station (as used in a 2D RNAV-system) is:,A non-existing VOR/DME-station defined by two DME.,An existing VOR/DME-station created in the memory of the Navigation Computer Unit of the RNAV-system.,A waypoint defined by two DME-distances from two different VOR/DME-stations.,A waypoint defined by a radial and a DME-distance from a VOR/DME-station.,4,,
RNAV,On what data is a VOR/DME Area Navigation system operating in the dead reckoning mode?,"TAS from the Air Data Computer; heading from the aircraft compass.","TAS from the Air Data Computer; heading from the aircraft compass; the last computed W/V.","Radial from one VOR; distances from two DMEs; TAS from the Air Data computer; heading from the aircraft compass.","Radial from one VOR; distances from two DMES.",2,,
RNAV,Which of the following are output data from 4D-RNAV systems?<br>1) Distances to any waypoints<br>2) Wind vectors<br>3) Radials to VOR stations<br>4) Altitudes and TASs<br>Which answer combines the correct output data?,3) & 4),1) & 3),2) & 4),1) & 2),4,,
RNAV,"In relation to Area Navigation Systems (RNAV), which of the following is an air data input?",True airspeed.,VOR/DME radial/distance.,Doppler drift.,Inertial Navigation System (INS) position.,1,,
RNAV,"In order to give the flight crew control of the required lateral guidance functions, the RNAV equipment should be able to perform several functions. Which of the following functions is not such a function?",Provide guidance to another selected flight level.,Execute a direct clearance to any waypoint.,Carry out defined RNAV-holding procedures.,Make available to the flight crew estimates of positional uncertainty.,1,,
RNAV,Which of the following gives the best information about the progress of a flight between 2 enroute waypoints from a RNAV equipment?,ETO.,ATA.,ETD.,Elapsed time on route.,1,,
RNAV,What is cross track distance (XTK-distance) in an Area Navigation System?,Distance between air position and great circle track between active waypoints.,Distance between actual position and next waypoint.,Distance between actual position and great circle track between active waypoints.,Distance between air position and planned track.,3,,
RNAV,Output from which of the following combination of navigational sources provide enough information to the RNAV equipment to calculate the wind vector?,Inertial Reference System and Air Data Computer.,Inertial Reference System and Global Positioning System.,Global Positioning System and Compass System.,Compass system and Inertial Reference System.,1,,
RNAV,The navigational function of the horizontal situation indicator (HSI) in relation to area navigation systems is,the indication of the RNP.,the indication of the cross track distance (XTK).,the indication of the wind component.,the indication of the track angle error (TKE).,2,,
RNAV,"Which one of the following inputs to an Area Navigation System (RNAV) comes from an external, not on-board, system?",Magnetic heading.,VOR/DME radial / distance.,Inertial Navigation System (INS) position.,Pressure altitude.,2,,
RNAV,Which component of an Area Navigation System displays the Cross Track Distance?,DME Indicator.,Radio Magnetic Indicator.,Attitude display.,Navigation display.,4,,
RNAV,"In order to give the flight crew control of the required lateral guidance functions, the RNAV equipment should be able to perform several functions. Which of the following are these functions?",select or enter the required flight plan through the Control and Display Unit (CDU),"where provided, assemble and verify an alternative flight plan with affecting the active flight plan","review, assemble, modify or verify a flight plan in flight, with affecting the guidance output",execute a modified flight plan automatically (no action by the crew required),1,,
RNAV,Under which of the following circumstances does a VOR/DME Area Navigation system switch to Dead Reckoning mode?,The system is receiving information from only one VOR.,The system is receiving information from one VOR and one DME.,The system is receiving information from the two DMEs.,The system is receiving information from one VOR and two DMEs.,1,,
RNAV,"A fix obtained by ""rho-rho"" navigation is based on information from two:",DMEs,NDBs,VDFs,VORs,1,,
RNAV,The reason for an RNAV computer of an aircraft to receive TAS and heading input is:,to be able to calculate cross track errors.,to be able to calculate the actual wind velocity.,to be able to calculate ETA at destination airport.,to be able to calculate time to go (TTG) to the next TO-waypoint.,2,,
RNAV,Which of the following combinations is likely to result in the most accurate Area Navigation (RNAV) position fixes?,VOR / DME,VOR / VOR,DME / DME,NDB / VOR,3,,
RNAV,Under which of the following circumstances does a VOR/DME Area Navigation system switch to Dead Reckoning mode?,VOR/DME Area Navigation computer is not receiving information from the Air Data Computer.,"When ""DR"" is selected by the pilot.",VOR/DME Area Navigation computer is receiving neither radial nor distance data information from VOR/DME stations.,VOR/DME Area Navigation computer is not receiving information from the aircraft compass system.,3,,
RNAV,Where is information about the wind direction and velocity derived from?,Wind information is uploaded via data link from the nearest met office.,"Wind information is derived by the flight management computer (FMC) by heading, drift, true air speed and ground speed inputs.","The pilots enter wind data manually, based on current available information.",Wind information is directly entered into the flight management computer (FMC) by pilots or dispatchers.,2,,
RNAV,"Apart from radials and distances from VOR/DME stations, what information is required by the VOR/DME Area Navigation computer in order to calculate the wind?",Heading from the aircraft compass system and true airspeed from the air data computer.,True airspeed from the air data computer.,Vertical speed from the air data computer.,Heading from the aircraft compass system.,1,,
RNAV,How does a VOR/DME Area Navigation system select the DME stations to be used for position determination?,the pilot tunes the closest VOR/DME stations within range on the VOR/DME Area navigation control panel.,The VOR/DME Area Navigation system has its own NAV tuner and the system itself tunes the DME stations providing the most accurate position.,The VOR/DME Area Navigation system uses whatever stations are tuned on the aircraft's normal NAV selector.,The VOR/DME Area Navigation System has its own NAV tuner and it always tunes the DME stations closest to the aircraft position.,2,,
RNAV,"In order to give the flight crew control of the required lateral guidance functions, the RNAV equipment should be able to perform several functions. Which of the following functions is not such a function?",Control automatically the speed of the aircraft in order reach a waypoint at a specified time (timing function).,Conform to WGS-84 geodetic reference system.,Execute a modified flight plan after positive action by the flight crew.,Fly parallel tracks at the selected offset distance.,1,,
