category,question,optionA,optionB,optionC,optionD,correct,image,explanation
OPS,"In accordance with EASA AIR OPS, for a Category IIА approach, the RVR shall not be less than:","200 m","230 m","250 m","300 m",1,,
OPS,"According to AIR OPS, an operator must select a take-off alternate:","when the flight duration exceeds 6 hours.","if it would not be possible to return to the aerodrome of departure for meteorological or performance reasons.","when conducting a flight over water of more than 2 hours or 400 NM, whichever is the lesser.","for an IFR flight with a single-engine aeroplane.",2,,
OPS,"Regarding all weather operations, if VAT is from 121 kts to 140 kts, the aeroplane is in:","category В.","category D.","category С.","category E.",3,,
OPS,"Annex III of EU regulation 965/2012 is entitled ORO. What do the initials ORO stand for?","Operational Route Organisation.","Organisation Requirements of Air Operations.","Organisation of Route Operations.","Operational Requirements for Commercial Air Operations.",2,,
OPS,"In accordance with EASA AIR OPS, 10% of the passengers in a non-pressurised aircraft shall be supplied with supplemental oxygen for the entire flight time after 30 minutes at pressure altitudes greater than:","10000 ft but not exceeding 15000 ft.","14000 ft but not exceeding 15000 ft.","10000 ft but not exceeding 14 000 ft.","10000 ft but not exceeding 13000 ft.",4,,
OPS,"An Air Operator Certificate is applicable to:","an operator who is conducting operations for hire and reward.","all operators.","an operator who is conducting aerial work.","an operator who is conducting commercial air operations.",4,,
OPS,"An operator shall ensure, that regarding a special VFR flight:","the vertical distance from clouds is more than 250 m.","the horizontal distance from clouds is more than 1 000 m.","the flight visibility below 10000 ft (3 050 m) is not less than 5 km.","the flight visibility is not less than 3 km.",4,,
OPS,"An airplane has a maximum approved passenger seating configuration of 61 seats and 2 galleys located on the main passenger compartment. No cargo compartment is accessible to crew members in flight. According to EASA AIR OPS, the minimum total number of hand fire-extinguishers required on board is:","3","2","5","4",4,,
OPS,"Which PART prescribes requirements for approved maintenance organisations?","PART-66","PART-145","PART-AMО","PART-25",2,,
OPS,"When would you have to specify two destination alternates?","When the destination has a single runway and locator beacon.","When the weather at destination is below minimums one hour before and one hour after expected ETА.","When the destination has a single runway.","When the weather at destination is below minimums two hours before and two hours after expected ETA.",2,,
OPS,"In accordance with EASA AIR OPS, an operator shall ensure that a copy of the operational flight plan is stored in an acceptable form for at least:","3 months.","12 months.","15 months.","24 months.",1,,
OPS,"An "ETOPS" flight is a twin engine jet aeroplane flight conducted over a route, where no suitable airport is available within an area of:","75 minutes flying time at the approved one engine out cruise speed.","30 minutes flying time at the normal cruising speed.","60 minutes flying time in still air at the normal cruising speed.","60 minutes flying time in still air at the approved one engine out cruise speed.",4,,
OPS,"According to EASA AIR OPS, an operator shall not operate across areas in which search and rescue would be especially difficult, unless it is equipped with:<br><br>1) signalling equipment.<br>2) at least one ELT.<br>3) at least 2 ELTs.<br>4) additional survival equipment for the route to be flown.","2,4","1,2,4","1.4","1,3,4",2,,
OPS,"According to AIR OPS, the commander shall not commence take-off:","unless the external surfaces are clear of any contamination, except as permitted by Aircraft Flight Manual.","even if the ice contamination does not lead to an exceedance of mass and balance limits.","unless the external surfaces are free from any ice contamination greater than 5 mm.","unless the external surfaces are still covered with anti-icing fluid and the aircraft is not to be operated in forecast icing conditions greater than moderate icing.",1,,
OPS,"A non-pressurised airplane which is fitted with 12 passenger seats is intending to fly on an IFR flight at night. Does it require an airborne weather radar (AWR)?","Yes, all flights at night or in IMC require weather radars.","No, only pressurised aircraft require weather radars.","No, the number of seats is not high enough for that requirement.","Yes, if thunderstorms are expected.",4,,
OPS,"During Low Visibility Take-off Operations, the reported RVR for the initial part of the take-off run is below limit. The take off:","is not possible under any circumstance.","is possible provided the captain can visually assess the actual RVR and it is at or above the limit.","is possible if high intensity runway centre line lights spaced 15 m or less are operational and both pilots are licensed to perform LVO CAT-III operations.","is possible provided the aircraft is equipped with an approved lateral guidance system or HUD (Head-Up Display)",1,,
OPS,"The basic maximum daily FDP (Flight Duty Period) can further be extended by a maximum of:","1 hour","2 hours","4 hours","3 hours",1,,
OPS,""According to EASA AIR OPS, the minimum number of crash axes or crowbars on board an aeroplane, whose maximum approved passenger seating configuration is more than 200, is:"",""2"",""3"",""1"",""4"",1,,
OPS,"Aircraft engaged in passenger commercial operations shall be equipped with a child restraint device (CRD) for each person on board:","younger than 36 months.","younger than 6 years, but older than 24 months.","younger than 24 months.","younger than 12 months.",3,,
OPS,""According to EASA AIRCREW regulation, the recent experience conditions of a commander assigned to a flight on an aeroplane by an operator must not be less than:"",""3 take-offs and 3 landings as pilot flying on the same type of aeroplane or approved simulator, of the aeroplane type to be used, in the preceding 90 days"",""6 take-offs and 6 landings as pilot flying on the same type of aeroplane or approved simulator, of the aeroplane type to be used"",""6 take-offs and 6 landings during the last 6 months"",""3 take-offs and 3 landings on this type of aeroplane during the last 6 months"",1,,
OPS,"In accordance with EASA AIR OPS, on aeroplanes intended to be operated at pressure altitude above 25 000 ft, the total number of oxygen dispensing units shall exceed the number of:","passengers by 30%.","seats by 30%.","passengers by 10%.","seats by 10%.",4,,
OPS,"One important aspect in safety refers to the "clean aircraft concept", therefore the management system of an operator should encompass safety by including a ___ and ___ a in the organisational structure.","safety manager; safety review board","chief pilot; chief executive","safety manager, chief pilot","safety pilot; operator",1,,
